"SERIALNO","AGE","WRKLYR","MILITARY","INCTOT"
"4792659",35,"1",4,36700
"4792659",29,"1",4,2400
"4792659",20,"2",4,0
"4792659",3,"0",0,NA
"4793118",40,"1",4,29600
"4793118",50,"2",4,38200
"4793159",41,"1",2,55640
"4793286",39,"1",4,16400
"4794221",80,"2",2,9800
"4794221",68,"2",4,5400
"4795731",23,"1",4,3500
"4795731",3,"0",0,NA
"4795731",3,"0",0,NA
"4795731",23,"1",4,13000
"4796556",52,"1",3,42200
"4796556",52,"1",4,40300
"4796793",77,"2",2,10200
"4796793",84,"2",4,39100
"4797900",46,"1",4,38400
"4797900",47,"1",4,17000
"4797900",23,"1",4,16700
"4799263",83,"2",2,32300
"4799858",35,"1",4,55080
"4799858",34,"1",4,7820
"4799858",7,"0",0,NA
"4799858",3,"0",0,NA
"4801707",25,"1",4,29000
"4801707",26,"1",4,11000
"4801707",7,"0",0,NA
"4801707",3,"0",0,NA
"4801781",31,"1",4,28500
"4801781",29,"1",4,390
"4801781",4,"0",0,NA
"4801781",1,"0",0,NA
"4802180",93,"2",4,6700
"4802424",59,"1",2,28000
"4802424",59,"1",4,13000
"4803198",44,"1",2,17000
"4803198",13,"0",0,NA
"4803198",41,"1",4,47500
"4805307",53,"1",2,70000
"4805307",46,"1",4,10030
"4805307",14,"0",0,NA
"4805307",12,"0",0,NA
"4805895",37,"1",1,43400
"4805895",39,"1",2,13500
"4805895",11,"0",0,NA
"4806321",35,"1",2,40700
"4806321",31,"1",4,8000
"4806321",14,"0",0,NA
"4806321",13,"0",0,NA
"4806321",9,"0",0,NA
"4806321",7,"0",0,NA
"4807381",54,"1",4,16000
"4807747",21,"1",4,3400
"4807964",52,"1",2,27000
"4807964",26,"1",4,18500
"4807964",22,"1",4,14300
"4808396",47,"1",4,55000
"4808396",38,"2",4,0
"4808396",0,"0",0,NA
"4809164",81,"2",2,10000
"4809589",28,"1",4,30050
"4809589",31,"2",4,0
"4809589",12,"0",0,NA
"4809589",11,"0",0,NA
"4809589",9,"0",0,NA
"4810325",37,"1",4,34000
"4810325",36,"1",4,45000
"4810325",1,"0",0,NA
"4810394",37,"1",2,25000
"4810394",45,"1",4,20000
"4810455",28,"2",4,8000
"4810455",1,"0",0,NA
"4810776",53,"1",2,16404
"4810776",51,"1",4,49000
"4814398",17,"1",4,3320
"4814851",45,"1",4,38500
"4814851",15,"0",0,4500
"4814851",13,"0",0,NA
"4814851",35,"2",4,1300
"4815942",81,"2",4,6660
"4816430",40,"1",4,24500
"4816430",40,"1",4,22200
"4816430",17,"1",4,2500
"4816430",15,"0",0,0
"4816651",24,"1",4,10800
"4816651",23,"1",4,25500
"4816651",20,"1",4,1000
"4818489",59,"1",4,42600
"4818489",33,"1",4,17000
"4818694",50,"1",4,39000
"4818694",51,"1",4,41000
"4818694",8,"0",0,NA
"4819711",23,"1",4,19800
"4819711",28,"1",4,37000
"4821964",50,"1",2,290000
"4821964",43,"1",4,6200
"4821964",11,"0",0,NA
"4822271",28,"1",4,50000
"4822271",4,"0",0,NA
"4822271",25,"1",2,15500
"4823406",50,"1",4,22000
"4823406",52,"1",4,21120
"4823427",52,"1",4,50200
"4823427",43,"1",4,42600
"4823897",54,"1",4,50000
"4823897",53,"1",4,17000
"4824629",74,"1",2,12000
"4825255",35,"1",4,23080
"4825255",16,"1",0,6500
"4825255",14,"0",0,NA
"4825255",9,"0",0,NA
"4825255",35,"1",4,23000
"4825939",74,"2",4,20800
"4826187",57,"2",2,25000
"4826187",56,"1",4,51100
"4826736",39,"1",4,86200
"4826736",40,"1",4,14500
"4826736",8,"0",0,NA
"4826736",5,"0",0,NA
"4826985",28,"1",4,6000
"4826985",28,"1",4,35000
"4826985",4,"0",0,NA
"4826985",2,"0",0,NA
"4828075",74,"2",4,13300
"4828160",18,"1",4,500
"4828436",40,"1",4,24000
"4828436",34,"1",4,25600
"4828436",17,"1",4,11900
"4829244",43,"1",3,25740
"4829244",43,"1",4,29600
"4829244",20,"1",4,8200
"4829471",40,"1",4,8800
"4829471",39,"1",2,37000
"4829471",11,"0",0,NA
"4829471",9,"0",0,NA
"4829696",57,"2",2,0
"4829696",56,"1",4,19400
"4829723",39,"1",4,17200
"4830517",20,"1",4,9000
"4832705",39,"1",2,32500
"4832705",39,"1",4,31000
"4832705",19,"1",4,17000
"4832705",17,"1",4,2500
"4833404",81,"2",4,4800
"4833404",80,"2",2,13000
"4833659",59,"1",4,27000
"4833659",57,"1",4,15600
"4833730",42,"1",4,40000
"4833809",78,"2",4,13900
"4833809",69,"2",4,8800
"4834133",41,"1",2,80000
"4834133",35,"2",4,0
"4834133",13,"0",0,NA
"4834133",12,"0",0,NA
"4834133",9,"0",0,NA
"4835247",44,"1",2,43700
"4835247",44,"1",4,41000
"4835247",19,"1",4,7000
"4835247",18,"1",4,5000
"4836531",50,"1",2,12450
"4836614",43,"1",4,225000
"4836934",42,"1",4,49000
"4836934",3,"0",0,NA
"4836934",35,"1",4,29000
"4838015",33,"1",2,41000
"4838015",33,"1",4,10040
"4838015",12,"0",0,NA
"4838015",7,"0",0,NA
"4838232",56,"1",4,21590
"4838365",39,"1",4,15000
"4838365",36,"1",4,7000
"4838365",8,"0",0,NA
"4838365",10,"0",0,NA
"4839185",38,"1",4,40000
"4839185",27,"2",4,0
"4839185",6,"0",0,NA
"4839185",4,"0",0,NA
"4839185",3,"0",0,NA
"4839185",2,"0",0,NA
"4839191",42,"1",4,18600
"4839867",45,"1",4,41800
"4839867",41,"2",4,7200
"4841947",78,"2",4,23700
"4841947",79,"2",2,4400
"4842090",40,"2",4,1130
"4842920",85,"2",4,24100
"4845409",38,"1",4,7500
"4845409",12,"0",0,NA
"4845409",9,"0",0,NA
"4845409",2,"0",0,NA
"4846077",81,"2",4,20700
"4846673",56,"1",4,12000
"4846673",53,"1",4,40400
"4846673",54,"2",4,100
"4848306",34,"1",4,10000
"4848306",38,"1",4,12700
"4848306",3,"0",0,NA
"4849158",27,"1",4,10000
"4849158",4,"0",0,NA
"4849158",33,"1",4,25000
"4852314",35,"1",2,34000
"4852314",31,"1",4,1600
"4852314",12,"0",0,NA
"4852314",9,"0",0,NA
"4852314",5,"0",0,NA
"4852319",39,"1",4,127000
"4852319",39,"1",4,121000
"4852319",8,"0",0,NA
"4852319",5,"0",0,NA
"4854733",84,"2",4,35200
"4854835",33,"1",4,33700
"4854835",50,"1",4,4300
"4854835",10,"0",0,NA
"4854861",60,"1",4,28000
"4854861",63,"2",4,60
"4854861",38,"2",4,4700
"4854861",35,"2",4,6300
"4854861",12,"0",0,NA
"4854861",11,"0",0,NA
"4854861",10,"0",0,NA
"4854861",4,"0",0,NA
"4855024",59,"1",4,40000
"4855024",59,"1",4,10000
"4855302",39,"1",4,50000
"4856178",56,"2",4,105000
"4856317",71,"1",2,21200
"4856317",66,"1",2,10500
"4856317",62,"2",4,43400
"4857682",75,"2",4,7100
"4858195",83,"2",4,7000
"4859713",46,"1",4,346100
"4859713",45,"1",4,126400
"4859713",13,"0",0,NA
"4859713",11,"0",0,NA
"4859713",8,"0",0,NA
"4860231",74,"2",4,11300
"4861178",63,"1",4,50000
"4861178",72,"2",4,6000
"4862261",75,"2",4,111900
"4862898",55,"1",4,19900
"4862898",57,"1",2,30000
"4864440",35,"1",4,75200
"4864440",35,"1",4,23000
"4864440",8,"0",0,NA
"4864440",6,"0",0,NA
"4864545",38,"1",4,16000
"4866486",67,"2",4,17000
"4869156",35,"1",4,1650
"4869156",35,"1",4,74000
"4869156",11,"0",0,NA
"4869156",9,"0",0,NA
"4869156",6,"0",0,NA
"4870143",57,"1",2,37000
"4870143",55,"1",4,18700
"4871574",38,"1",2,10000
"4871574",38,"1",4,5000
"4871574",15,"0",0,0
"4871971",57,"1",4,40000
"4871971",46,"1",4,27830
"4871971",20,"1",4,4004
"4871971",17,"1",4,8300
"4872103",29,"1",4,24080
"4872103",33,"1",4,33600
"4872824",37,"1",4,60000
"4872824",28,"1",4,10000
"4872824",4,"0",0,NA
"4872824",2,"0",0,NA
"4873828",53,"1",4,39000
"4873828",51,"1",2,18200
"4873828",20,"1",4,7500
"4874273",75,"2",2,68200
"4875513",26,"2",4,7400
"4875513",4,"0",0,NA
"4877809",77,"1",2,38300
"4877809",80,"2",4,34600
"4878546",26,"1",2,34000
"4878546",23,"1",4,13000
"4878772",45,"1",4,81000
"4879035",30,"1",4,49300
"4879035",30,"1",4,27000
"4879035",2,"0",0,NA
"4879035",0,"0",0,NA
"4879165",44,"1",4,55000
"4879165",45,"1",4,18000
"4879382",19,"1",4,3000
"4880130",60,"1",3,13900
"4880130",66,"1",3,20500
"4880171",21,"1",4,16300
"4880171",18,"1",4,800
"4881072",20,"1",4,20000
"4881258",78,"2",2,43900
"4881760",74,"2",2,16700
"4881807",20,"1",4,3800
"4882252",53,"1",4,65200
"4882252",55,"1",4,30100
"4882362",70,"1",4,33810
"4883000",72,"2",4,11500
"4884391",49,"1",4,22000
"4884391",48,"1",4,25000
"4886248",47,"1",4,58500
"4886248",53,"2",4,0
"4888841",38,"1",4,29200
"4891332",88,"2",4,9860
"4891332",46,"1",4,17210
"4891332",84,"2",4,5700
"4891332",23,"1",4,12900
"4891332",11,"0",0,NA
"4891332",40,"1",4,18400
"4891403",71,"1",2,54100
"4891403",65,"2",4,6000
"4891896",50,"1",4,35400
"4891896",51,"2",4,0
"4891896",28,"2",4,0
"4891896",87,"2",2,10600
"4891896",80,"2",4,4400
"4892040",61,"1",2,27980
"4892040",58,"1",4,4000
"4892040",16,"2",0,0
"4893945",52,"1",2,40060
"4893945",52,"1",4,17800
"4895694",74,"2",4,5530
"4896242",38,"1",4,34000
"4896486",57,"1",2,60000
"4896486",55,"1",4,6800
"4896771",20,"1",4,3000
"4897030",50,"1",4,20000
"4897030",46,"1",2,42000
"4897104",72,"2",4,24400
"4898803",40,"2",4,3600
"4898803",17,"1",4,5500
"4898803",52,"1",2,20200
"4899746",68,"1",2,16910
"4899746",62,"2",4,3300
"4900659",29,"1",4,37000
"4900659",30,"1",4,-4000
"4900659",4,"0",0,NA
"4900659",1,"0",0,NA
"4901293",58,"1",4,69000
"4901293",56,"1",4,22000
"4902113",21,"1",4,3800
"4902113",24,"1",4,3800
"4902995",86,"2",4,9200
"4902995",78,"2",3,5500
"4903304",65,"2",4,12000
"4904699",54,"2",4,6700
"4904699",64,"2",4,6640
"4907537",54,"1",4,15000
"4907537",64,"1",2,26200
"4908152",19,"1",4,4000
"4909237",21,"1",4,20000
"4909801",49,"1",4,37000
"4909801",57,"1",4,2000
"4910024",41,"1",4,10000
"4910024",42,"1",4,32000
"4910024",13,"0",0,NA
"4910024",8,"0",0,NA
"4910085",60,"1",4,4650
"4910085",62,"1",4,17060
"4912243",75,"2",4,8400
"4912243",65,"2",4,0
"4912765",93,"2",4,10900
"4912839",80,"2",2,41700
"4912839",75,"2",4,27400
"4912920",76,"1",4,38600
"4913410",36,"1",4,24000
"4913410",31,"1",4,6900
"4913410",9,"0",0,NA
"4913410",5,"0",0,NA
"4913668",53,"1",4,36200
"4913668",51,"1",4,28900
"4913925",21,"1",4,8000
"4915169",75,"1",4,15160
"4915169",51,"1",4,37050
"4915169",73,"2",4,9300
"4915594",62,"1",4,5500
"4915633",56,"1",4,30680
"4915633",60,"1",4,5000
"4917100",52,"1",4,3100
"4917100",53,"2",3,13200
"4917100",14,"0",0,NA
"4917632",55,"1",4,5900
"4917632",59,"1",4,29000
"4917710",72,"2",4,6400
"4919225",63,"1",4,23330
"4919870",43,"1",4,24050
"4920563",40,"1",2,55000
"4920563",39,"1",4,30000
"4920620",26,"1",4,12000
"4920620",27,"1",4,11000
"4920870",49,"1",4,74360
"4920870",46,"1",4,950
"4920870",17,"1",4,4100
"4920870",11,"0",0,NA
"4921589",50,"1",4,9000
"4921589",47,"1",4,9000
"4921589",21,"1",4,23000
"4921608",50,"1",4,10300
"4921608",38,"1",4,29900
"4921796",75,"2",2,15830
"4921796",70,"2",4,7850
"4921894",53,"1",2,25500
"4921894",56,"1",4,5000
"4921894",14,"0",0,NA
"4922590",50,"1",4,61390
"4922590",47,"1",4,45270
"4922590",26,"1",4,20020
"4922590",18,"1",4,3440
"4922635",65,"2",2,105000
"4922635",64,"2",4,9700
"4923825",65,"2",4,22000
"4923825",72,"1",4,30000
"4924005",31,"1",3,40000
"4924005",2,"0",0,NA
"4924005",25,"1",4,20000
"4924679",77,"2",2,120500
"4925373",70,"2",4,2704
"4925373",63,"2",4,22000
"4925572",55,"1",4,23900
"4925638",36,"1",4,23020
"4925638",33,"1",4,15700
"4925638",9,"0",0,NA
"4925638",12,"0",0,NA
"4925779",24,"1",4,5000
"4925779",28,"1",4,7000
"4925779",28,"1",4,5000
"4925779",24,"1",4,5004
"4928036",36,"1",4,28000
"4928036",38,"1",4,20000
"4928036",11,"0",0,NA
"4928036",7,"0",0,NA
"4929227",67,"1",3,21100
"4929227",61,"1",4,1000
"4930913",44,"1",4,43400
"4930913",43,"1",4,40800
"4930913",11,"0",0,NA
"4930913",9,"0",0,NA
"4931155",81,"2",4,130900
"4931555",72,"1",2,66000
"4931555",76,"2",4,10000
"4932363",23,"1",4,14000
"4932363",20,"1",4,13000
"4932660",93,"2",4,6004
"4934662",20,"1",4,3000
"4934663",48,"1",2,21400
"4934663",45,"1",4,13700
"4934663",24,"1",4,20600
"4934663",19,"1",4,9100
"4934663",11,"0",0,NA
"4934663",21,"1",4,12400
"4936781",43,"1",4,15100
"4936781",41,"1",4,2500
"4936781",11,"0",0,NA
"4936781",9,"0",0,NA
"4936781",7,"0",0,NA
"4937509",52,"1",4,43000
"4937509",54,"1",4,10400
"4937679",21,"1",4,18000
"4937756",88,"2",2,8600
"4937756",73,"2",4,11200
"4938757",49,"1",2,22000
"4939367",37,"1",4,15030
"4939367",37,"1",4,8230
"4939367",2,"0",0,NA
"4939367",0,"0",0,NA
"4942756",48,"1",4,39600
"4942756",49,"1",4,43500
"4942756",18,"1",4,4860
"4942807",63,"1",3,42000
"4942807",62,"1",4,23700
"4944064",75,"2",4,3900
"4944064",74,"2",2,12400
"4947029",40,"1",4,40200
"4948044",62,"1",2,30000
"4948044",40,"1",4,11000
"4948883",34,"1",4,8400
"4948883",33,"1",4,21000
"4948883",7,"0",0,NA
"4950077",67,"1",4,11700
"4950077",61,"1",4,23000
"4950452",52,"1",4,113300
"4951453",52,"1",4,21490
"4951453",58,"1",2,16100
"4952148",35,"1",4,45850
"4952708",74,"2",2,17900
"4952866",43,"1",4,108000
"4952866",39,"1",4,15600
"4952866",13,"0",0,NA
"4952866",11,"0",0,NA
"4952866",7,"0",0,NA
"4953906",20,"2",4,30
"4954177",67,"1",2,104500
"4954177",50,"1",4,41500
"4954344",61,"1",4,34200
"4954344",57,"1",4,1900
"4955802",43,"1",4,22970
"4955802",52,"1",2,39040
"4958806",41,"1",4,35000
"4958806",23,"1",4,17000
"4958806",9,"0",0,NA
"4958806",7,"0",0,NA
"4959578",19,"1",4,400
"4959842",31,"1",4,11500
"4959842",26,"1",4,24000
"4959842",1,"0",0,NA
"4960640",25,"1",4,18000
"4960640",18,"1",4,7200
"4964563",39,"1",4,18200
"4964563",12,"0",0,NA
"4964563",44,"1",2,24000
"4966195",38,"1",4,67200
"4966195",39,"2",4,500
"4966195",6,"0",0,NA
"4966195",2,"0",0,NA
"4966523",75,"2",2,29300
"4967147",47,"1",4,57240
"4967147",45,"1",4,15400
"4968122",59,"1",4,163000
"4970168",51,"1",4,52000
"4970814",28,"2",4,8000
"4970814",9,"0",0,NA
"4970814",7,"0",0,NA
"4970814",2,"0",0,NA
"4970814",29,"1",4,12800
"4971186",50,"1",4,17600
"4971421",25,"1",4,25000
"4971421",27,"1",4,4000
"4971421",5,"0",0,NA
"4971421",2,"0",0,NA
"4971421",1,"0",0,NA
"4972050",59,"1",2,40000
"4972050",52,"1",4,34400
"4973312",20,"2",4,0
"4973380",51,"1",4,41500
"4973380",53,"1",4,28000
"4975058",44,"1",4,20800
"4975058",45,"1",4,12700
"4975058",9,"0",0,NA
"4975768",46,"1",4,15000
"4975768",59,"2",4,10100
"4977212",59,"1",4,10000
"4977249",61,"1",2,25000
"4977249",60,"2",4,0
"4977249",17,"2",4,0
"4977683",19,"1",4,1000
"4978389",25,"1",4,60400
"4979951",81,"2",4,7600
"4980467",76,"2",4,1600
"4980467",39,"1",4,1200
"4980467",10,"0",0,NA
"4980467",0,"0",0,NA
"4980667",58,"1",2,35980
"4982282",51,"1",2,13000
"4983964",58,"1",4,80000
"4983964",54,"1",4,12000
"4984384",61,"1",2,8200
"4985134",50,"1",4,30000
"4985134",48,"1",4,8300
"4985423",53,"2",3,0
"4985423",53,"1",4,309000
"4985540",30,"1",4,20100
"4985540",28,"1",4,36100
"4985601",64,"1",4,7700
"4985601",56,"1",4,22090
"4986306",51,"1",3,82000
"4986306",18,"1",4,1500
"4986306",14,"0",0,NA
"4986306",11,"0",0,NA
"4986309",45,"1",4,10000
"4986309",46,"1",4,22700
"4986944",27,"1",4,28400
"4987311",62,"1",3,37400
"4987311",60,"1",4,24600
"4987407",48,"1",4,-500
"4990287",55,"1",3,79100
"4990287",53,"1",4,39800
"4990485",40,"1",4,18600
"4990485",14,"0",0,NA
"4990485",12,"0",0,NA
"4990688",65,"1",2,116600
"4990688",64,"1",2,43700
"4991153",52,"1",2,53400
"4991153",52,"1",2,2500
"4992086",31,"1",4,6000
"4992180",48,"1",4,12800
"4992180",49,"1",4,41600
"4993608",45,"1",4,8000
"4993608",49,"1",4,15600
"4993608",21,"1",4,14000
"4993608",15,"0",0,0
"4993608",13,"0",0,NA
"4994562",29,"1",4,40000
"4994562",22,"2",4,0
"4994562",4,"0",0,NA
"4994562",1,"0",0,NA
"4995757",89,"2",4,27700
"4996356",37,"1",4,14000
"4996356",44,"2",4,11000
"4996356",15,"0",0,0
"4996356",14,"0",0,NA
"4996962",54,"1",2,4400
"4996962",52,"1",4,9600
"4999583",48,"1",4,40000
"4999583",17,"1",4,1000
"4999583",14,"0",0,NA
"4999911",45,"1",4,45050
"4999911",42,"1",4,23400
"4999911",18,"1",4,5900
"4999911",12,"0",0,NA
"5001496",80,"2",4,12000
"5001893",28,"1",4,29000
"5001893",24,"1",4,24000
"5002705",58,"1",2,41500
"5002705",55,"2",4,0
"5002705",37,"1",4,13200
"5002705",16,"1",0,130
"5003075",38,"1",4,63000
"5003075",38,"1",4,20000
"5003075",9,"0",0,NA
"5003075",7,"0",0,NA
"5003362",51,"1",4,9000
"5003362",17,"2",4,1200
"5003362",43,"1",4,16300
"5003760",58,"2",4,0
"5003760",63,"2",3,12000
"5004701",29,"1",4,33000
"5004701",33,"2",4,0
"5004701",8,"0",0,NA
"5004701",15,"0",0,0
"5004701",12,"0",0,NA
"5004702",60,"1",4,28700
"5005404",28,"1",4,28000
"5007794",43,"1",4,30000
"5007794",48,"1",4,26000
"5009729",74,"2",4,5000
"5009729",68,"2",2,21000
"5010773",39,"1",4,8000
"5010773",47,"1",4,9000
"5011906",23,"1",4,18000
"5011906",23,"1",4,21000
"5011906",0,"0",0,NA
"5013561",86,"2",4,10300
"5014466",61,"1",2,28000
"5014466",56,"1",4,1400
"5014853",93,"2",4,8700
"5015659",61,"2",4,14000
"5015743",46,"1",3,12000
"5015743",42,"1",4,20800
"5015743",25,"1",2,15090
"5016218",59,"2",4,7500
"5016659",70,"2",2,18600
"5016659",64,"2",4,41000
"5016668",18,"1",4,450
"5016804",47,"1",4,22040
"5016804",46,"1",3,21000
"5017272",57,"1",3,52000
"5017272",49,"1",4,10900
"5017272",16,"1",0,4000
"5017406",33,"2",4,0
"5017406",37,"1",4,62030
"5017406",3,"0",0,NA
"5017406",0,"0",0,NA
"5017538",76,"2",2,118800
"5017538",70,"1",4,9300
"5018191",35,"1",4,76000
"5018191",36,"1",4,30000
"5018191",9,"0",0,NA
"5018191",4,"0",0,NA
"5018330",74,"2",2,14900
"5018330",77,"2",2,24800
"5019548",23,"1",4,27000
"5019548",22,"1",4,12400
"5019548",3,"0",0,NA
"5020567",33,"1",3,9300
"5020967",61,"2",2,10000
"5020967",57,"1",4,23000
"5021528",48,"1",4,37504
"5021528",53,"1",4,120000
"5021528",13,"0",0,NA
"5021712",35,"1",4,32200
"5021712",41,"1",3,18000
"5021712",7,"0",0,NA
"5021712",38,"2",4,0
"5022004",62,"1",4,5700
"5024662",18,"1",4,7000
"5026114",49,"1",4,2000
"5027475",54,"1",2,51000
"5027475",53,"1",4,30100
"5027475",51,"2",4,590
"5027644",48,"1",4,31800
"5027644",58,"1",4,2400
"5028540",45,"1",4,17300
"5028540",48,"1",4,9500
"5034213",38,"1",4,101500
"5034213",35,"2",4,0
"5034213",16,"1",0,400
"5034213",14,"0",0,NA
"5034213",7,"0",0,NA
"5034730",57,"1",2,21300
"5034730",51,"1",4,39500
"5038216",39,"1",4,12400
"5038216",31,"2",4,1400
"5038216",5,"0",0,NA
"5038216",3,"0",0,NA
"5038588",33,"1",4,23100
"5038588",27,"1",4,25000
"5038629",84,"2",4,13600
"5039387",45,"1",4,11400
"5039387",38,"1",4,45500
"5039387",9,"0",0,NA
"5039387",4,"0",0,NA
"5041037",66,"2",4,20600
"5042634",43,"2",4,9700
"5042634",4,"0",0,NA
"5042634",2,"0",0,NA
"5042634",1,"0",0,NA
"5042634",41,"2",4,7100
"5043559",87,"2",4,4700
"5043559",68,"2",4,4700
"5043559",69,"1",4,34700
"5043559",64,"1",4,43800
"5043559",61,"2",4,0
"5044938",79,"2",4,27070
"5045921",72,"2",4,4200
"5047027",61,"2",4,14400
"5047027",55,"2",4,260
"5048719",40,"1",4,16500
"5048719",15,"0",0,0
"5048719",15,"0",0,0
"5048719",7,"0",0,NA
"5048719",30,"1",4,11000
"5049078",35,"1",4,29400
"5049383",30,"1",2,35200
"5049383",25,"1",4,24000
"5049383",0,"0",0,NA
"5053800",72,"2",4,7800
"5053800",72,"2",2,10300
"5054042",70,"2",2,105000
"5054042",58,"2",4,105000
"5054612",41,"1",4,12000
"5054612",64,"1",4,12300
"5054612",22,"2",4,0
"5054787",20,"1",4,15300
"5055556",28,"1",4,5000
"5055556",30,"1",4,30000
"5055556",9,"0",0,NA
"5055556",4,"0",0,NA
"5055556",2,"0",0,NA
"5056185",49,"1",4,28100
"5056185",48,"1",4,31600
"5057219",30,"1",4,30000
"5060472",45,"1",4,14000
"5062093",65,"1",2,50950
"5062093",48,"1",4,15000
"5063037",57,"1",2,22000
"5063037",55,"1",4,20000
"5063037",17,"1",4,350
"5063599",22,"1",4,16600
"5063599",1,"0",0,NA
"5063599",20,"2",4,7400
"5064624",38,"1",4,27300
"5064624",38,"2",4,0
"5064624",18,"1",4,7000
"5064624",12,"0",0,NA
"5065139",38,"1",4,33600
"5065139",17,"1",4,940
"5065417",84,"2",4,8700
"5065417",48,"2",4,310
"5065479",52,"1",4,19000
"5065479",52,"2",4,0
"5065792",82,"2",4,58400
"5065792",81,"2",4,0
"5065792",40,"1",4,37500
"5066665",79,"2",4,6890
"5067152",18,"2",4,0
"5067471",22,"1",4,117000
"5067471",3,"0",0,NA
"5067806",68,"2",4,13200
"5068310",69,"2",4,15820
"5069172",21,"1",4,26900
"5069172",18,"2",4,4000
"5069172",42,"1",4,24000
"5069172",40,"1",4,24000
"5069172",2,"0",0,NA
"5071045",32,"1",4,50000
"5071045",33,"1",4,6600
"5071045",9,"0",0,NA
"5071045",8,"0",0,NA
"5071103",84,"2",4,9140
"5071898",27,"1",4,5660
"5071898",30,"1",2,15500
"5071898",5,"0",0,NA
"5071898",3,"0",0,NA
"5071898",2,"0",0,NA
"5072388",23,"1",4,13700
"5074335",73,"1",4,19850
"5074335",64,"1",2,29440
"5075593",69,"2",4,12800
"5076731",59,"1",2,30360
"5076731",54,"1",4,18700
"5076731",28,"2",4,0
"5077063",41,"1",4,27040
"5077063",18,"1",4,5200
"5078172",20,"1",4,3600
"5078314",79,"2",4,21100
"5079151",88,"2",4,7120
"5079424",41,"1",4,30000
"5079424",39,"2",4,0
"5080359",81,"2",4,19600
"5080376",55,"1",4,18000
"5080376",48,"1",4,9000
"5080376",6,"0",0,NA
"5081018",36,"1",4,16000
"5081018",35,"2",4,0
"5081181",56,"1",4,39000
"5081181",55,"1",4,10040
"5081181",17,"1",4,1490
"5081382",20,"1",4,5520
"5081712",55,"1",4,55000
"5081712",54,"2",4,0
"5081712",18,"2",4,0
"5082830",29,"1",4,36400
"5083014",61,"1",2,42600
"5083014",48,"2",4,0
"5084000",24,"1",4,13800
"5084000",28,"1",4,40000
"5084000",0,"0",0,NA
"5085518",40,"1",4,36000
"5085518",48,"2",4,2500
"5085518",15,"0",0,160
"5086284",23,"1",4,37630
"5086529",39,"1",4,12550
"5086529",40,"1",4,36000
"5086529",12,"0",0,NA
"5086529",10,"0",0,NA
"5086529",5,"0",0,NA
"5086822",37,"1",2,21000
"5086822",37,"1",4,42000
"5086822",13,"0",0,NA
"5086822",0,"0",0,NA
"5087346",51,"1",4,3000
"5087346",34,"1",4,22000
"5088420",37,"1",4,-3900
"5088420",36,"1",4,22000
"5088763",48,"1",4,35000
"5088763",44,"1",4,18550
"5088763",17,"1",4,850
"5088836",57,"1",4,39000
"5088836",55,"2",4,0
"5090265",61,"1",4,57000
"5090570",35,"1",4,35000
"5090570",39,"1",4,20000
"5090570",15,"0",0,105000
"5090570",4,"0",0,NA
"5091118",87,"2",4,11700
"5091909",55,"2",4,0
"5091909",49,"1",2,45000
"5091942",61,"2",4,8500
"5092732",42,"1",4,48900
"5092732",39,"1",4,35200
"5092732",16,"1",0,2000
"5093745",73,"1",2,3870
"5093745",76,"1",4,7940
"5094073",43,"1",2,40000
"5094073",44,"1",4,17000
"5094073",19,"1",4,6000
"5094073",18,"2",4,0
"5094073",16,"2",0,0
"5094073",0,"0",0,NA
"5094915",44,"1",2,47200
"5094915",41,"1",4,9000
"5094915",14,"0",0,NA
"5094915",11,"0",0,NA
"5094915",9,"0",0,NA
"5095277",58,"2",4,1000
"5095883",25,"1",4,25220
"5095883",28,"1",4,18250
"5096952",56,"2",2,0
"5097532",80,"2",4,117400
"5097698",78,"2",4,54100
"5097698",50,"1",4,39100
"5098542",32,"1",4,33000
"5098542",7,"0",0,NA
"5098542",5,"0",0,NA
"5098641",37,"1",4,11700
"5098641",43,"1",4,10400
"5098641",1,"0",0,NA
"5098641",15,"0",0,0
"5098641",13,"0",0,NA
"5098641",10,"0",0,NA
"5098812",35,"1",4,52180
"5098812",33,"1",4,24200
"5098812",4,"0",0,NA
"5098812",1,"0",0,NA
"5099362",61,"2",3,20000
"5099362",16,"2",0,0
"5101548",72,"1",3,57300
"5101548",56,"1",4,15760
"5105176",49,"1",4,21200
"5105176",16,"1",0,2000
"5105729",35,"1",4,1500
"5105729",24,"1",4,21100
"5105928",53,"1",4,45000
"5105928",52,"2",4,4800
"5105928",15,"0",0,310
"5105928",12,"0",0,NA
"5106621",41,"1",4,53000
"5106621",39,"1",4,12000
"5106621",14,"0",0,NA
"5106621",12,"0",0,NA
"5106621",10,"0",0,NA
"5106879",79,"2",4,38000
"5106879",84,"2",4,0
"5107030",38,"1",4,98000
"5107030",37,"1",4,700
"5107030",4,"0",0,NA
"5107030",2,"0",0,NA
"5107267",62,"1",2,45200
"5107267",62,"1",4,2500
"5107737",22,"1",4,4000
"5107844",42,"1",4,20000
"5107844",52,"1",4,28600
"5108777",47,"1",4,45000
"5108777",47,"1",4,20000
"5108777",21,"1",4,7000
"5109188",62,"2",2,23000
"5109188",61,"2",2,900
"5109188",87,"2",4,14600
"5109200",76,"2",4,45200
"5109770",34,"1",4,43900
"5109770",37,"2",4,4600
"5109770",7,"0",0,NA
"5109770",4,"0",0,NA
"5109854",79,"2",2,56200
