SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2017001231425,46974,00800,1,1,0,16346.393,22,SF
2017001231451,46975,01320,1,2,2,262491.4334,24,SF
2017001231459,46976,01320,1,1,0,13920.7992,19,MF
2017001231476,46977,01303,1,3,3,254265.5066,22,SF
2017001231591,46978,01321,1,1,0,15608.1688,17,DUP
2017001231655,46979,01316,1,1,1,62221.754,96,MF
2017001231704,46980,01200,1,1,0,6327.636,64,MH
2017001231963,46981,01314,1,2,2,96496.449,23,MF
2017001232056,46982,00600,1,4,2,138153.386,16,SF
2017001232076,46983,00704,1,2,2,41129.634,24,MF
2017001232110,46984,00705,1,3,0,11231.5539,13,SF
2017001232121,46985,01302,1,6,1,59057.936,28,SF
2017001232242,46986,01105,1,4,0,83946.6376,23,SF
2017001232292,46987,01324,1,3,1,88586.904,20,SF
2017001232462,46988,00200,1,2,2,46719.0458,13,SF
2017001232517,46989,00200,1,3,2,79095.45,46,SF
2017001232518,46990,01301,1,4,2,148847.09084,8,SF
2017001232708,46991,00600,1,1,0,12233.4296,11,MH
2017001232742,46992,00500,1,3,0,61683.90494,30,SF
2017001232748,46993,01000,1,2,0,11178.8236,21,SF
2017001232951,46994,00200,1,2,1,200375.14,16,SF
2017001232953,46995,00901,1,2,2,179283.02,20,SF
2017001232965,46996,01324,1,2,1,117103.45024,25,SF
2017001232966,46997,01318,1,2,2,274724.863,57,SF
2017001233012,46998,00600,1,7,2,64752.8084,6,SF
2017001233115,46999,01104,1,1,1,15819.09,58,SF
2017001233298,47000,01319,1,4,1,60534.3844,12,SF
2017001233329,47001,00600,1,4,1,26365.15,9,MF
2017001233331,47002,00600,1,3,1,42078.7794,11,SF
2017001233342,47003,00300,1,1,0,17190.0778,8,MH
2017001233402,47004,01105,1,2,0,109679.024,23,SF
2017001233416,47005,00100,1,1,0,15713.6294,37,SF
2017001233437,47006,01200,1,5,3,119170.478,14,SF
2017001233473,47007,01324,1,1,0,13920.7992,72,DUP
2017001233520,47008,01324,1,1,0,14026.2598,21,MF
2017001233557,47009,01321,1,2,0,180485.27084,7,SF
2017001233671,47010,00300,1,2,2,278415.984,12,SF
2017001233701,47011,00704,1,2,1,252472.6764,21,SF
2017001233723,47012,00100,1,2,1,125498.114,5,SF
2017001233729,47013,01303,1,5,4,497774.032,25,SF
2017001233801,47014,01323,1,5,2,198265.928,24,SF
2017001233829,47015,00901,1,1,1,86477.692,17,SF
2017001233878,47016,01321,1,1,1,56948.724,23,MF
2017001234095,47017,00500,1,2,1,46402.664,11,MH
2017001234237,47018,01316,1,1,1,70658.602,20,SF
2017001234245,47019,01323,1,4,1,168736.96,73,SF
2017001234415,47020,00703,1,1,1,246777.804,12,SF
2017001234609,47021,01104,1,2,2,42184.24,11,SF
2017001234643,47022,01316,1,4,1,145535.628,16,SF
2017001234695,47023,00800,1,1,0,14448.1022,27,MF
2017001234709,47024,01320,1,1,1,44293.452,11,SF
2017001234947,47025,01323,1,3,2,115901.1994,21,SF
2017001234979,47026,01103,1,1,1,31638.18,63,SF
2017001235097,47027,01200,1,2,1,262385.9728,9,SF
2017001235161,47028,00300,1,1,0,15713.6294,3,MH
2017001235170,47029,01319,1,1,0,0,24,SF
2017001235283,47030,01301,1,3,1,250996.228,15,SF
2017001235293,47031,01320,1,3,2,134989.568,14,SF
2017001235308,47032,00500,1,3,2,102613.1638,63,SF
2017001235388,47033,00705,1,2,0,80044.5954,21,SF
2017001235531,47034,01105,1,1,0,210393.897,5,SF
2017001235748,47035,00600,1,2,2,78779.0682,10,SF
2017001235912,47036,00901,1,2,1,54839.512,12,MH
2017001236095,47037,00902,1,4,1,50621.088,20,SF
2017001236198,47038,00600,1,3,0,31849.1012,24,MH
2017001236389,47039,01302,1,2,0,82681.1104,8,SF
2017001236604,47040,01314,1,1,1,75087.9472,29,MF
2017001236694,47041,01321,1,2,1,68760.3112,3,SF
2017001236740,47042,00600,1,5,0,32060.0224,17,SF
2017001236835,47043,00300,1,1,0,14869.9446,2,MH
2017001236923,47044,01314,1,2,1,44293.452,37,MF
2017001237252,47045,01302,1,2,0,60534.3844,4,SF
2017001237378,47046,00600,1,2,0,76142.5532,10,SF
2017001237408,47047,00400,1,2,1,40918.7128,31,MH
2017001237604,47048,00800,1,2,0,57581.4876,18,SF
2017001237611,47049,00400,1,6,1,414460.158,25,SF
2017001237614,47050,01200,1,1,0,263.6515,11,MF
2017001237663,47051,00901,1,2,0,14131.7204,24,SF
2017001237692,47052,01318,1,1,1,66440.178,24,SF
2017001237695,47053,00100,1,1,0,63276.36,17,MH
2017001237767,47054,01301,1,2,1,67705.7052,21,SF
2017001237784,47055,00901,1,4,1,31954.5618,46,MF
2017001237874,47056,01301,1,3,2,80150.056,44,SF
2017001237920,47057,01318,1,3,1,414987.461,22,SF
2017001237933,47058,01317,1,2,2,79095.45,14,MH
2017001237942,47059,00200,1,1,0,12866.1932,30,MH
2017001238027,47060,00704,1,2,0,91750.722,23,SF
2017001238040,47061,00902,1,1,0,25626.9258,59,MH
2017001238074,47062,00500,1,2,1,414460.158,9,SF
2017001238093,47063,01305,1,1,1,65385.572,14,SF
2017001238243,47064,00500,1,2,1,46402.664,9,SF
2017001238261,47065,00200,1,2,1,53995.8272,15,SF
2017001238332,47066,01322,1,1,0,32692.786,13,MH
2017001238402,47067,01323,1,2,0,27525.2166,12,SF
2017001238479,47068,01321,1,2,2,159245.506,8,SF
2017001238746,47069,00400,1,2,2,48090.0336,20,SF
2017001238770,47070,01103,1,2,1,80150.056,21,SF
2017001238849,47071,00800,1,2,0,41129.634,26,SF
2017001238865,47072,01105,1,1,1,50621.088,27,MH
2017001238874,47073,00400,1,3,2,110733.63,19,SF
2017001238902,47074,01305,1,2,0,48016.21118,12,SF
2017001238910,47075,01319,1,6,1,419733.188,3,SF
2017001239039,47076,01317,1,2,0,93121.7098,20,SF
2017001239175,47077,00600,1,2,0,26259.6894,35,MH
2017001239572,47078,00705,1,2,0,59479.7784,19,MH
2017001239589,47079,01314,1,2,1,493766.5292,22,SF
2017001239600,47080,01301,1,4,1,191727.3708,6,SF
2017001239941,47081,01200,1,2,0,39969.5674,5,SF
2017001239971,47082,01314,1,4,2,274408.4812,12,SF
2017001240159,47083,01000,1,3,2,77302.6198,26,SF
2017001240194,47084,01302,1,1,1,31638.18,13,MF
2017001240315,47085,00901,1,2,2,151863.264,20,SF
2017001240317,47086,01323,1,3,1,42184.24,11,SF
2017001240352,47087,01104,1,1,1,78040.844,51,SF
2017001240518,47088,00800,1,1,0,42711.543,40,SF
2017001240609,47089,01321,1,5,2,447680.247,17,SF
2017001240640,47090,01000,1,1,1,61167.148,36,SF
2017001240651,47091,00705,1,1,0,9702.3752,24,MF
2017001240736,47092,01104,1,3,1,65912.875,15,SF
2017001240755,47093,00705,1,1,1,12655.272,15,MF
2017001240770,47094,01200,1,2,0,79316.91726,38,SF
2017001240961,47095,00600,1,5,2,80150.056,57,SF
2017001241120,47096,01317,1,1,0,15819.09,36,SF
2017001241156,47097,00500,1,2,2,69709.4566,4,MF
2017001241157,47098,01321,1,4,2,312163.376,13,SF
2017001241261,47099,00800,1,2,0,57476.027,23,SF
2017001241269,47100,01000,1,1,0,19404.7504,13,MH
2017001241293,47101,00901,1,2,0,93364.26918,19,SF
2017001241396,47102,00703,1,2,1,71080.4444,13,SF
2017001241442,47103,00800,1,4,2,32692.786,30,SF
2017001241517,47104,01105,1,5,1,41129.634,24,MH
2017001241526,47105,00600,1,3,3,87004.995,25,MF
2017001241573,47106,01305,1,1,1,49566.482,32,MF
2017001241600,47107,01322,1,4,2,419743.73406,9,SF
2017001241675,47108,00500,1,1,0,22146.726,14,MF
2017001241708,47109,00300,1,2,1,65174.6508,6,SF
2017001241780,47110,00200,1,7,2,48511.876,16,MH
2017001241793,47111,00902,1,2,2,35656.22886,8,SF
2017001241894,47112,01302,1,1,0,37227.5918,15,SF
2017001241954,47113,01317,1,2,2,95758.2248,33,SF
2017001241969,47114,00200,1,2,2,126552.72,8,SF
2017001242005,47115,00100,1,1,1,5810.87906,6,SF
2017001242092,47116,00901,1,1,0,32692.786,24,SF
2017001242101,47117,01105,1,3,2,141949.9676,14,SF
2017001242127,47118,01302,1,3,1,40180.4886,18,SF
2017001242159,47119,00800,1,1,1,12233.4296,9,SF
2017001242206,47120,01321,1,1,0,24888.7016,12,MF
2017001242233,47121,01305,1,1,1,3248.18648,23,MF
2017001242235,47122,01303,1,3,2,26892.453,15,SF
2017001242338,47123,00500,1,2,0,32903.7072,16,SF
2017001242532,47124,00500,1,7,1,126552.72,50,SF
2017001242585,47125,01320,1,2,0,34274.695,29,MF
2017001242587,47126,01319,1,1,1,57265.1058,11,SF
2017001242669,47127,00703,1,1,0,28579.8226,12,SF
2017001242731,47128,01104,1,1,0,18824.7171,15,MF
2017001242752,47129,00500,1,2,2,117061.266,14,SF
2017001242760,47130,01200,1,2,0,103562.3092,11,SF
2017001242815,47131,00703,1,2,2,149754.052,12,SF
2017001242882,47132,01104,1,4,2,78040.844,28,SF
2017001243170,47133,00500,1,1,1,108624.418,13,MF
2017001243198,47134,00600,1,2,1,30583.574,10,SF
2017001243298,47135,01314,1,2,1,424478.915,7,SF
2017001243372,47136,00901,1,2,2,117061.266,12,SF
2017001243535,47137,01321,1,4,2,167893.2752,24,SF
2017001243791,47138,01303,1,1,0,6538.5572,13,MF
2017001243825,47139,01324,1,1,1,144481.022,21,SF
2017001243859,47140,01103,1,4,1,21092.12,43,MF
2017001243885,47141,00500,1,1,0,22674.029,33,DUP
2017001243900,47142,01322,1,6,2,78083.02824,25,SF
2017001244126,47143,01316,1,2,0,60850.7662,17,SF
2017001244181,47144,00200,1,6,3,147644.84,15,SF
2017001244356,47145,00704,1,1,1,34801.998,8,MF
2017001244468,47146,00500,1,1,1,163463.93,5,SF
2017001244511,47147,01318,1,3,3,190040.0012,21,SF
2017001244529,47148,01301,1,4,1,22146.726,24,SF
2017001244546,47149,01200,1,2,2,53152.1424,45,SF
2017001244548,47150,00704,1,3,1,75193.4078,12,SF
2017001244571,47151,01322,1,2,1,78989.9894,20,SF
2017001244613,47152,01324,1,3,3,116639.4236,18,SF
2017001244719,47153,00600,1,1,0,242559.38,10,SF
2017001244857,47154,01324,1,3,2,221467.26,20,SF
2017001244971,47155,00800,1,2,1,20965.56728,10,SF
2017001245220,47156,01301,1,4,1,42184.24,15,SF
2017001245234,47157,00703,1,1,1,54839.512,12,SF
2017001245350,47158,00300,1,1,0,3480.1998,12,SF
2017001245382,47159,00400,1,2,1,98078.358,19,SF
2017001245445,47160,01317,1,3,3,87954.1404,16,SF
2017001245545,47161,00703,1,2,2,26365.15,26,MF
2017001245649,47162,01104,1,4,0,17506.4596,37,SF
2017001245679,47163,01317,1,2,1,88059.601,15,SF
2017001245717,47164,00600,1,1,0,0,14,MF
2017001245718,47165,01323,1,2,0,297398.892,20,SF
2017001245863,47166,00200,1,3,2,55366.815,13,SF
2017001245868,47167,00703,1,1,1,23095.8714,13,MF
2017001245883,47168,00100,1,1,0,19615.6716,7,MH
2017001245972,47169,01305,1,1,0,31880.73938,13,MF
2017001245996,47170,01303,1,1,1,45664.4398,15,SF
2017001246104,47171,01324,1,4,4,74455.1836,8,SF
2017001246123,47172,00704,1,2,1,80150.056,15,SF
2017001246256,47173,00600,1,2,0,104722.3758,13,SF
2017001246376,47174,01316,1,2,2,130771.144,13,SF
2017001246410,47175,01305,1,1,1,84368.48,15,SF
2017001246436,47176,01305,1,4,1,56105.0392,15,SF
2017001246652,47177,01314,1,2,0,68865.7718,20,SF
2017001246991,47178,01104,1,1,1,30899.9558,41,DUP
2017001247056,47179,01305,1,4,0,63276.36,15,SF
2017001247099,47180,00200,1,1,0,13920.7992,21,MF
2017001247325,47181,01323,1,2,2,65174.6508,15,SF
2017001247347,47182,01000,1,1,1,36489.3676,1,SF
2017001247360,47183,01318,1,2,2,97023.752,11,SF
2017001247380,47184,00705,1,1,0,59268.8572,10,SF
2017001247389,47185,01323,1,4,4,88165.0616,24,SF
2017001247394,47186,01318,1,5,4,177595.6504,69,SF
2017001247419,47187,01324,1,4,1,116006.66,30,SF
2017001247726,47188,01316,1,3,2,119275.9386,18,SF
2017001247848,47189,00500,1,1,0,13288.0356,18,SF
2017001247957,47190,00500,1,1,1,41656.937,3,SF
2017001247962,47191,00703,1,2,0,75509.7896,16,SF
2017001247968,47192,01314,1,2,1,107358.8908,11,SF
2017001247992,47193,01104,1,1,1,56948.724,11,MF
2017001248100,47194,00704,1,1,1,31638.18,12,DUP
2017001248126,47195,00200,1,1,0,64278.2357,13,SF
2017001248252,47196,01319,1,1,0,9280.5328,21,MF
2017001248370,47197,00500,1,2,2,30689.0346,14,MF
2017001248413,47198,00600,1,2,0,103245.9274,5,SF
2017001248481,47199,00100,1,2,1,51148.391,12,SF
2017001248733,47200,01000,1,1,0,9596.9146,12,MF
2017001248739,47201,01105,1,3,2,59057.936,7,SF
2017001248755,47202,00704,1,2,1,47457.27,20,MF
2017001248778,47203,01000,1,4,2,98078.358,65,SF
2017001248842,47204,00704,1,3,1,51675.694,8,SF
2017001248869,47205,00300,1,2,1,13709.878,18,MF
2017001248874,47206,01103,1,1,0,22463.1078,13,SF
2017001248917,47207,01321,1,2,2,126552.72,15,MH
2017001248918,47208,00705,1,5,2,34696.5374,49,SF
2017001249122,47209,00400,1,4,2,78040.844,44,SF
2017001249186,47210,01200,1,3,2,70131.299,9,SF
2017001249199,47211,00704,1,2,2,48511.876,49,MF
2017001249221,47212,01318,1,1,1,46402.664,14,MF
2017001249313,47213,01305,1,1,0,29950.8104,17,SF
2017001249374,47214,01103,1,1,1,10546.06,21,MF
2017001249463,47215,00100,1,5,2,53784.906,20,SF
2017001249731,47216,01302,1,1,0,8858.6904,53,MF
2017001249913,47217,01105,1,3,1,18982.908,26,DUP
2017001249914,47218,01321,1,2,2,42711.543,15,MF
2017001250006,47219,01314,1,2,2,209444.7516,15,SF
2017001250244,47220,00500,1,1,0,21619.423,12,SF
2017001250334,47221,00703,1,2,2,95969.146,12,SF
2017001250398,47222,00902,1,1,0,17400.999,26,MH
2017001250517,47223,01316,1,2,1,24466.8592,48,MF
2017001250671,47224,01322,1,3,1,94914.54,77,SF
2017001250865,47225,01303,1,2,1,39336.8038,14,MF
2017001250903,47226,00600,1,3,1,85001.2436,15,SF
2017001251049,47227,00600,1,3,3,111471.8542,20,MH
2017001251112,47228,01324,1,2,1,72873.2746,15,SF
2017001251244,47229,01321,1,2,2,164307.6148,9,SF
2017001251394,47230,01323,1,2,1,118115.872,30,SF
2017001251557,47231,00703,1,1,0,24255.938,19,MF
2017001251576,47232,01302,1,1,0,0,14,SF
2017001251677,47233,01103,1,4,3,107791.27926,12,MF
2017001251834,47234,01322,1,5,1,62221.754,13,SF
2017001251837,47235,00200,1,2,0,116955.8054,11,SF
2017001252251,47236,00705,1,2,0,198687.7704,12,SF
2017001252292,47237,00600,1,3,1,209866.594,11,SF
2017001252299,47238,01000,1,3,1,107569.812,16,SF
2017001252352,47239,01319,1,2,1,572651.058,23,SF
2017001252380,47240,00100,1,2,1,68549.39,32,SF
2017001252476,47241,00800,1,2,2,38946.59958,76,SF
2017001252494,47242,00800,1,1,0,12475.98898,30,SF
2017001252578,47243,00600,1,3,2,29528.968,28,SF
2017001252696,47244,00600,1,2,1,257323.864,12,SF
2017001252708,47245,00300,1,2,0,37438.513,9,SF
2017001252812,47246,01103,1,6,1,59057.936,20,SF
2017001252828,47247,01317,1,1,0,32703.33206,13,MH
2017001252835,47248,00500,1,2,0,44398.9126,18,SF
2017001252903,47249,00704,1,3,2,58003.33,15,SF
2017001252919,47250,01104,1,1,1,75931.632,64,SF
2017001252923,47251,00100,1,1,0,15502.7082,13,MH
2017001253007,47252,00703,1,4,3,490391.79,12,SF
2017001253032,47253,01319,1,2,1,60639.845,10,SF
2017001253037,47254,01000,1,1,0,25521.4652,11,SF
2017001253119,47255,00800,1,2,0,13994.62162,23,MF
2017001253167,47256,01105,1,1,1,63276.36,28,MF
2017001253187,47257,01103,1,2,0,84790.3224,10,SF
2017001253227,47258,00901,1,3,0,1898.2908,9,SF
2017001253320,47259,00800,1,2,0,51992.0758,16,MH
2017001253471,47260,00705,1,8,5,447574.7864,16,MH
2017001253498,47261,00902,1,2,1,15977.2809,9,SF
2017001253550,47262,00600,1,2,2,7909.545,11,MF
2017001253649,47263,00600,1,2,2,200396.23212,21,SF
2017001253650,47264,00800,1,1,0,10756.9812,10,SF
2017001253664,47265,00500,1,1,0,23454.43744,31,MF
2017001253702,47266,00300,1,1,0,9280.5328,8,MH
2017001253704,47267,00100,1,2,0,22842.76596,4,SF
2017001253819,47268,00200,1,1,0,16346.393,2,SF
2017001253857,47269,00300,1,2,1,62432.6752,4,SF
2017001253879,47270,00901,1,4,2,75087.9472,16,SF
2017001254017,47271,00600,1,3,0,19721.1322,58,MF
2017001254114,47272,01317,1,2,0,97234.6732,31,SF
2017001254457,47273,01303,1,2,2,48828.2578,75,MF
2017001254470,47274,00500,1,1,0,48828.2578,13,SF
2017001254533,47275,00800,1,4,1,63698.2024,4,SF
2017001254575,47276,01316,1,2,2,117061.266,16,SF
2017001254645,47277,01314,1,2,1,226740.29,4,SF
2017001254846,47278,00200,1,4,2,121385.1506,19,SF
2017001254856,47279,00800,1,2,0,6380.3663,20,MF
2017001254889,47280,01105,1,2,2,244668.592,44,SF
2017001254958,47281,00705,1,5,2,79200.9106,10,SF
2017001254968,47282,01314,1,4,2,485118.76,11,SF
2017001255110,47283,01000,1,4,1,56315.9604,18,SF
2017001255164,47284,01314,1,2,0,259433.076,20,MF
2017001255232,47285,00500,1,5,2,45875.361,2,SF
2017001255373,47286,01105,1,2,1,131825.75,30,MH
2017001255428,47287,00600,1,2,2,62221.754,18,MF
2017001255440,47288,01314,1,1,0,11811.5872,33,MF
2017001255529,47289,01103,1,1,1,48511.876,17,MF
2017001255672,47290,00703,1,1,1,23201.332,19,MF
2017001255736,47291,01301,1,2,2,69603.996,16,DUP
2017001255777,47292,01301,1,4,2,200375.14,12,SF
2017001255875,47293,01320,1,1,1,18455.605,26,MF
2017001255936,47294,00901,1,3,3,109995.4058,20,SF
2017001255972,47295,00100,1,2,2,76248.0138,10,SF
2017001256126,47296,01320,1,1,1,232013.32,25,SF
2017001256285,47297,01301,1,2,2,147644.84,24,SF
2017001256377,47298,01322,1,2,2,121279.69,87,SF
2017001256417,47299,01314,1,1,1,15819.09,18,MF
2017001256536,47300,01305,1,6,2,400750.28,12,SF
2017001256582,47301,01320,1,2,2,183501.444,8,SF
2017001256664,47302,00705,1,2,2,21935.8048,5,SF
2017001256743,47303,01303,1,2,1,72662.3534,17,SF
2017001256838,47304,00100,1,1,1,23623.1744,4,MF
2017001256909,47305,01105,1,1,0,16451.8536,15,MH
2017001256917,47306,01302,1,2,2,72767.814,11,SF
2017001256927,47307,00600,1,2,2,28474.362,14,MF
2017001257168,47308,01316,1,3,3,96601.9096,18,MF
2017001257185,47309,01302,1,1,0,9280.5328,20,MF
2017001257261,47310,01104,1,3,2,112842.842,12,SF
2017001257330,47311,01321,1,4,1,89641.51,40,SF
2017001257367,47312,01305,1,3,2,168736.96,15,SF
2017001257479,47313,00705,1,3,3,132880.356,15,SF
2017001257489,47314,01105,1,3,2,84368.48,14,SF
2017001257562,47315,01318,1,2,1,414460.158,14,MF
2017001257648,47316,00901,1,5,4,161829.2907,28,SF
2017001257802,47317,00902,1,1,0,61483.5298,29,MH
2017001257825,47318,01103,1,1,1,31638.18,11,SF
2017001258035,47319,01305,1,1,1,39653.1856,19,MF
2017001258092,47320,01200,1,3,2,24150.4774,4,SF
2017001258164,47321,01200,1,1,1,31638.18,34,MF
2017001258237,47322,01301,1,2,2,167682.354,60,MF
2017001258300,47323,01105,1,3,2,150956.30284,22,SF
2017001258325,47324,01302,1,1,0,131825.75,17,SF
2017001258497,47325,00705,1,2,0,42331.88484,12,SF
2017001258514,47326,00200,1,3,1,30372.6528,5,MH
2017001258538,47327,01318,1,1,1,46402.664,52,SF
2017001258563,47328,01103,1,1,0,0,78,MF
2017001258637,47329,00100,1,4,2,153972.476,25,SF
2017001258680,47330,01105,1,5,1,52730.3,52,SF
2017001258928,47331,00300,1,5,2,59479.7784,21,SF
2017001258947,47332,01105,1,3,2,97023.752,11,SF
2017001258982,47333,01303,1,1,0,51570.2334,13,SF
2017001259129,47334,01324,1,2,2,68549.39,25,MF
2017001259174,47335,00100,1,1,1,3163.818,7,SF
2017001259309,47336,01314,1,2,2,39600.4553,12,MF
2017001259475,47337,01314,1,1,1,33747.392,43,MF
2017001259506,47338,01200,1,1,0,57159.6452,10,SF
2017001259510,47339,00600,1,1,0,21935.8048,23,MF
2017001259516,47340,00600,1,2,1,42395.1612,10,SF
2017001259548,47341,00600,1,4,2,106198.8242,11,SF
2017001259599,47342,01318,1,2,1,65448.84836,14,SF
2017001259627,47343,00800,1,2,0,56632.3422,25,SF
2017001259650,47344,00703,1,2,0,35434.7616,30,SF
2017001259697,47345,00800,1,1,0,19510.211,9,SF
2017001259707,47346,01301,1,1,0,0,16,MF
2017001259818,47347,00300,1,5,2,55894.118,13,MF
2017001259878,47348,00703,1,1,1,32692.786,78,SF
2017001259915,47349,01000,1,3,1,73822.42,25,SF
2017001259980,47350,00704,1,4,2,69076.693,14,SF
2017001260004,47351,01103,1,2,2,64531.34114,18,MF
2017001260378,47352,00600,1,2,0,24045.0168,9,MH
2017001260453,47353,01301,1,3,3,81837.4256,13,DUP
2017001260479,47354,01319,1,4,2,162409.324,36,SF
2017001260482,47355,01303,1,2,1,44926.2156,15,SF
2017001260483,47356,00300,1,2,0,0,17,SF
2017001260519,47357,00100,1,1,0,32587.3254,2,SF
2017001260835,47358,01316,1,2,0,75826.1714,12,SF
2017001261062,47359,00600,1,2,1,6433.0966,109,SF
2017001261081,47360,00500,1,1,1,63276.36,76,SF
2017001261345,47361,00902,1,2,0,70764.0626,8,SF
2017001261424,47362,01305,1,3,2,70658.602,26,MF
2017001261452,47363,00400,1,2,0,81521.0438,19,SF
2017001261622,47364,01316,1,3,2,81310.1226,24,SF
2017001261673,47365,00500,1,2,2,131403.9076,4,SF
2017001261776,47366,01322,1,6,4,210921.2,25,SF
2017001261843,47367,01316,1,2,1,137942.4648,15,SF
2017001261848,47368,01320,1,2,1,46191.7428,25,MF
2017001262019,47369,00500,1,1,0,37965.816,10,SF
2017001262186,47370,00703,1,1,1,95969.146,16,SF
2017001262222,47371,00600,1,1,1,89641.51,18,SF
2017001262225,47372,01303,1,4,2,197738.625,22,SF
2017001262238,47373,01321,1,4,1,105460.6,24,SF
2017001262296,47374,01303,1,1,1,52730.3,9,SF
2017001262375,47375,00704,1,1,1,73832.96606,10,SF
2017001262468,47376,00902,1,2,0,35645.6828,4,SF
2017001262633,47377,01319,1,1,0,75931.632,21,SF
2017001262787,47378,01303,1,2,1,123916.205,24,SF
2017001262878,47379,00902,1,2,1,69287.6142,12,MH
2017001262922,47380,01303,1,1,1,66018.3356,16,SF
2017001263073,47381,01322,1,4,2,55894.118,15,SF
2017001263153,47382,00703,1,1,1,53995.8272,14,MF
2017001263333,47383,00500,1,3,3,150196.98652,13,SF
2017001263674,47384,01319,1,2,2,131825.75,13,SF
2017001263869,47385,01103,1,2,1,131192.9864,13,MH
2017001263929,47386,00200,1,6,2,136887.8588,5,SF
2017001264005,47387,00800,1,3,1,69603.996,14,SF
2017001264177,47388,00200,1,3,0,30056.271,21,SF
2017001264352,47389,01323,1,4,2,110754.72212,20,SF
2017001264522,47390,00800,1,2,0,25869.48518,25,SF
2017001264569,47391,01320,1,1,1,419733.188,11,SF
2017001264654,47392,01314,1,1,0,9280.5328,45,MF
2017001264686,47393,00100,1,5,1,84368.48,7,SF
2017001264690,47394,01318,1,6,1,308894.0974,13,SF
2017001264835,47395,00300,1,2,2,57686.9482,12,SF
2017001264901,47396,01324,1,1,1,78040.844,25,MF
2017001265048,47397,00901,1,3,3,64330.966,10,SF
2017001265198,47398,01316,1,1,0,18033.7626,20,MF
2017001265322,47399,00100,1,3,1,35856.604,22,SF
2017001265563,47400,00100,1,2,2,128451.0108,9,SF
2017001265565,47401,01320,1,1,1,76986.238,21,SF
2017001265570,47402,00600,1,2,0,0,17,SF
2017001265585,47403,01319,1,3,3,269979.136,1,SF
2017001265706,47404,00800,1,4,1,50621.088,26,SF
2017001265848,47405,01303,1,2,2,71713.208,20,MF
2017001265896,47406,00902,1,3,1,32692.786,18,SF
2017001265927,47407,00600,1,1,1,65385.572,5,SF
2017001266039,47408,00800,1,3,1,32070.56846,17,SF
2017001266072,47409,00703,1,1,1,42184.24,18,SF
2017001266115,47410,01321,1,2,0,114741.1328,11,SF
2017001266159,47411,00800,1,1,1,39336.8038,18,MF
2017001266290,47412,01303,1,3,3,155554.385,11,SF
2017001266291,47413,00100,1,1,0,22146.726,2,MH
2017001266301,47414,00300,1,3,0,9280.5328,13,MH
2017001266324,47415,01316,1,1,0,75931.632,14,MF
2017001266346,47416,01000,1,1,0,48754.43538,13,SF
2017001266350,47417,01320,1,5,1,119170.478,42,MF
2017001266472,47418,00500,1,1,1,63276.36,18,SF
2017001266531,47419,01303,1,1,1,37965.816,24,MF
2017001266572,47420,01314,1,3,2,49988.3244,22,MF
2017001266596,47421,00400,1,2,1,53152.1424,27,MH
2017001266697,47422,01104,1,3,0,61905.3722,25,SF
2017001266803,47423,00705,1,2,0,66809.2901,21,SF
2017001266879,47424,00800,1,2,0,29423.5074,19,SF
2017001266929,47425,00300,1,2,0,27208.8348,8,SF
2017001266932,47426,01319,1,4,2,126552.72,21,MF
2017001266995,47427,01314,1,1,1,210973.9303,43,MF
2017001267072,47428,01319,1,4,3,117588.569,14,MF
2017001267091,47429,01317,1,2,1,48722.7972,33,SF
2017001267139,47430,00100,1,2,0,76353.4744,25,SF
2017001267238,47431,00100,1,2,1,65596.4932,1,SF
2017001267428,47432,01321,1,1,0,179283.02,4,SF
2017001267681,47433,00703,1,3,2,80150.056,30,SF
2017001267819,47434,01104,1,1,0,17295.5384,20,SF
2017001267854,47435,01318,1,4,2,168315.1176,15,SF
2017001267870,47436,01318,1,1,0,45453.5186,21,SF
2017001267898,47437,01000,1,2,2,56948.724,19,SF
2017001267952,47438,00705,1,2,2,64225.5054,11,SF
2017001267999,47439,00705,1,1,1,10546.06,87,SF
2017001268327,47440,00703,1,2,2,63276.36,21,SF
2017001268483,47441,01319,1,1,0,13604.4174,11,SF
2017001268608,47442,01317,1,1,1,103351.388,26,SF
2017001268902,47443,00705,1,5,3,118221.3326,12,SF
2017001268941,47444,01314,1,1,1,7909.545,41,MF
2017001269015,47445,01302,1,2,2,39020.422,22,MF
2017001269073,47446,01320,1,1,0,61483.5298,21,MF
2017001269203,47447,01302,1,5,2,61167.148,18,SF
2017001269313,47448,00300,1,3,2,130823.8743,11,SF
2017001269379,47449,01321,1,4,2,53784.906,14,SF
2017001269506,47450,01323,1,3,2,33220.089,22,MF
2017001269676,47451,01305,1,2,2,353293.01,14,SF
2017001269683,47452,00800,1,1,1,25310.544,13,MF
2017001269741,47453,00500,1,2,0,56315.9604,7,SF
2017001269912,47454,01103,1,4,3,230325.9504,44,DUP
2017001269980,47455,00500,1,2,2,105460.6,5,SF
2017001270095,47456,00800,1,2,1,62611.95822,16,SF
2017001270165,47457,01302,1,1,0,1370.9878,14,MF
2017001270225,47458,00705,1,1,0,10029.30306,20,SF
2017001270383,47459,01200,1,2,1,159245.506,17,SF
2017001270885,47460,01318,1,2,1,52730.3,44,SF
2017001270955,47461,01303,1,1,1,26365.15,22,MF
2017001271034,47462,00100,1,2,0,13182.575,7,SF
2017001271080,47463,01321,1,4,2,745606.442,13,SF
